sample_id,quality_defect,observed_node,maximum_final_error_mm,predicted_root,trace_status
test_00087,True,s4_A1,1.5365720236225227,s2_A1,localized_candidate
test_00088,True,s4_A1,1.5109376745325018,s2_A1,localized_candidate
test_00089,False,s4_C2,0.12172682729221716,,no_quality_defect_at_entry
test_00090,True,s4_A1,1.206772009832809,s2_A1,localized_candidate
test_00091,False,s4_A1,0.23632439182363404,,no_quality_defect_at_entry
test_00092,True,s4_A1,1.812374895653683,s2_A1,localized_candidate
test_00093,True,s4_A1,1.2678632797826197,s2_A1,localized_candidate
test_00094,False,s4_A3,0.13081875308962465,,no_quality_defect_at_entry
test_00095,True,s4_A1,1.268705952214262,s2_A1,localized_candidate
test_00096,True,s4_A1,1.4654360302750298,s2_A1,localized_candidate
test_00097,True,s4_A1,1.260819533313459,s2_A1,localized_candidate
test_00098,True,s4_A1,1.3979140351521624,s2_A1,localized_candidate
test_00099,True,s4_A1,1.323384077029401,s2_A1,localized_candidate
