sample_id,quality_defect,observed_node,maximum_final_error_mm,predicted_root,trace_status
test_00059,False,s4_A3,0.1591885641434838,,no_quality_defect_at_entry
test_00060,False,s4_B3,0.6189575438905968,,no_quality_defect_at_entry
test_00061,False,s4_B1,0.5105620296387536,,no_quality_defect_at_entry
test_00062,False,s4_C3,0.1358804364612248,,no_quality_defect_at_entry
test_00063,False,s4_B2,0.14406611498356156,,no_quality_defect_at_entry
test_00064,False,s4_B1,0.8847558160888329,,no_quality_defect_at_entry
test_00065,False,s4_B3,0.15746773655100352,,no_quality_defect_at_entry
test_00066,False,s4_A1,0.1513659746228868,,no_quality_defect_at_entry
test_00067,False,s4_A1,0.5760311749207978,,no_quality_defect_at_entry
test_00068,False,s4_C2,0.09231419192833334,,no_quality_defect_at_entry
test_00069,False,s4_C1,0.1441914471614886,,no_quality_defect_at_entry
test_00070,False,s4_C1,0.1048350409975789,,no_quality_defect_at_entry
test_00071,False,s4_B1,0.6225868019697591,,no_quality_defect_at_entry
test_00072,False,s4_B2,0.12103473234036892,,no_quality_defect_at_entry
test_00073,False,s4_C3,0.14511415158736168,,no_quality_defect_at_entry
test_00074,False,s4_C3,0.7100239973805876,,no_quality_defect_at_entry
test_00075,False,s4_B1,0.5531261656966264,,no_quality_defect_at_entry
test_00076,False,s4_B2,0.8441540544267823,,no_quality_defect_at_entry
test_00077,False,s4_C3,0.7879671713938339,,no_quality_defect_at_entry
test_00078,False,s4_B2,0.17212761221794654,,no_quality_defect_at_entry
test_00079,False,s4_A3,0.686084787980825,,no_quality_defect_at_entry
test_00080,False,s4_A2,0.7577070760758817,,no_quality_defect_at_entry
test_00081,False,s4_B3,0.6401803260455097,,no_quality_defect_at_entry
test_00082,False,s4_B1,0.644891525736434,,no_quality_defect_at_entry
test_00083,False,s4_B3,0.14293410014538774,,no_quality_defect_at_entry
test_00084,False,s4_C2,0.8702891901157555,,no_quality_defect_at_entry
test_00085,False,s4_A3,0.16653127313260027,,no_quality_defect_at_entry
test_00086,False,s4_A1,0.17259942420183388,,no_quality_defect_at_entry
test_00087,False,s4_C2,0.14611665043538918,,no_quality_defect_at_entry
test_00088,False,s4_A1,0.7080525728492753,,no_quality_defect_at_entry
test_00089,True,s4_B1,1.3085633245524524,h4_final,localized_candidate
test_00090,False,s4_C3,0.5820344082085689,,no_quality_defect_at_entry
test_00091,False,s4_B1,0.165813098161383,,no_quality_defect_at_entry
test_00092,False,s4_B1,0.18503112689464224,,no_quality_defect_at_entry
test_00093,False,s4_A1,0.109302926110378,,no_quality_defect_at_entry
test_00094,False,s4_B2,0.14404245812644675,,no_quality_defect_at_entry
test_00095,False,s4_C2,0.8704400742653123,,no_quality_defect_at_entry
test_00096,False,s4_A2,0.1413190624392113,,no_quality_defect_at_entry
test_00097,False,s4_A1,0.09870982291175447,,no_quality_defect_at_entry
test_00098,False,s4_C1,0.1674823594442763,,no_quality_defect_at_entry
test_00099,False,s4_A3,0.15998254448929636,,no_quality_defect_at_entry
