sample_id,quality_defect,observed_node,maximum_final_error_mm,predicted_root,trace_status
test_00031,False,s4_A2,0.1165402558317284,,no_quality_defect_at_entry
test_00032,False,s4_C3,0.3383498254166644,,no_quality_defect_at_entry
test_00033,False,s4_B3,0.16813632141069967,,no_quality_defect_at_entry
test_00034,False,s4_B3,0.1915235401684946,,no_quality_defect_at_entry
test_00035,False,s4_B2,0.1362946712834949,,no_quality_defect_at_entry
test_00036,True,s4_B3,1.2414374222048772,s4_B3,localized_candidate
test_00037,False,s4_A1,0.15494827057198496,,no_quality_defect_at_entry
test_00038,False,s4_C3,0.12933309669648138,,no_quality_defect_at_entry
test_00039,False,s4_B2,0.7792614489664628,,no_quality_defect_at_entry
test_00040,False,s4_B1,0.15787984685374815,,no_quality_defect_at_entry
test_00041,False,s4_A3,0.15748332934611023,,no_quality_defect_at_entry
test_00042,False,s4_A1,0.23860897031818967,,no_quality_defect_at_entry
test_00043,False,s4_C2,0.11630903854602415,,no_quality_defect_at_entry
test_00044,False,s4_B1,0.16598761406415996,,no_quality_defect_at_entry
test_00045,True,s4_A1,1.1387049876957205,s4_A1,localized_candidate
test_00046,False,s4_C1,0.1304544654111451,,no_quality_defect_at_entry
test_00047,True,s4_A1,1.2112261180290884,s4_A1,localized_candidate
test_00048,True,s4_A3,1.2738422446194255,s4_A3,localized_candidate
test_00049,True,s4_A2,1.218082767027917,s4_A2,localized_candidate
test_00050,False,s4_B2,0.14462244055675713,,no_quality_defect_at_entry
test_00051,False,s4_C1,0.09822014325718448,,no_quality_defect_at_entry
test_00052,True,s4_C3,1.1714879274916017,s4_C3,localized_candidate
test_00053,False,s4_B1,0.09866625198895919,,no_quality_defect_at_entry
test_00054,False,s4_A2,0.8951205816580345,,no_quality_defect_at_entry
test_00055,False,s4_B3,0.28558630174828903,,no_quality_defect_at_entry
test_00056,False,s4_C2,0.12420262567577899,,no_quality_defect_at_entry
test_00057,False,s4_A2,0.4017098630501471,,no_quality_defect_at_entry
test_00058,False,s4_C3,0.12442855244563432,,no_quality_defect_at_entry
test_00059,False,s4_A3,0.1161120995157781,,no_quality_defect_at_entry
test_00060,True,s4_A2,1.038253053141054,s3_A2,localized_candidate
test_00061,True,s4_B1,1.2244110822815428,s4_B1,localized_candidate
test_00062,False,s4_C2,0.555178597061168,,no_quality_defect_at_entry
test_00063,False,s4_C3,0.15672802723056897,,no_quality_defect_at_entry
test_00064,True,s4_B3,1.1757260887553098,s3_B3,localized_candidate
test_00065,False,s4_B2,0.19849508857949816,,no_quality_defect_at_entry
test_00066,False,s4_A3,0.9900323234065721,,no_quality_defect_at_entry
test_00067,False,s4_B3,0.4158325182947399,,no_quality_defect_at_entry
test_00068,False,s4_A1,0.18508268512572146,,no_quality_defect_at_entry
test_00069,False,s4_C1,0.17950097918407104,,no_quality_defect_at_entry
test_00070,False,s4_A2,0.19026091028572575,,no_quality_defect_at_entry
test_00071,True,s4_A1,1.2936649460075862,s4_A1,localized_candidate
test_00072,False,s4_B2,0.18052706461182988,,no_quality_defect_at_entry
test_00073,False,s4_A3,0.11234369183184362,,no_quality_defect_at_entry
test_00074,False,s4_B2,0.6030133290012052,,no_quality_defect_at_entry
test_00075,True,s4_B3,1.0101971026822034,s3_B3,localized_candidate
test_00076,True,s4_B1,1.301431902911919,s4_B1,localized_candidate
test_00077,False,s4_A3,0.8771027580361286,,no_quality_defect_at_entry
test_00078,False,s4_B1,0.12700445049100811,,no_quality_defect_at_entry
test_00079,False,s4_C2,0.7339748387778522,,no_quality_defect_at_entry
test_00080,False,s4_C3,0.3280094303429983,,no_quality_defect_at_entry
test_00081,True,s4_B3,1.2495728955797925,s4_B3,localized_candidate
test_00082,True,s4_B1,1.3059476158928396,s2_B1,localized_candidate
test_00083,False,s4_B3,0.15958140811504262,,no_quality_defect_at_entry
test_00084,False,s4_B1,0.4721005043225676,,no_quality_defect_at_entry
test_00085,False,s4_B2,0.1883228149417695,,no_quality_defect_at_entry
test_00086,False,s4_A3,0.1469734790076469,,no_quality_defect_at_entry
test_00087,False,s4_C2,0.1159681584874378,,no_quality_defect_at_entry
test_00088,True,s4_B1,1.2194234084837348,s4_B1,localized_candidate
test_00089,False,s4_A2,0.9113275252764944,,no_quality_defect_at_entry
test_00090,True,s4_B3,1.1051142255374082,s4_B3,localized_candidate
test_00091,False,s4_A1,0.23632439182354673,,no_quality_defect_at_entry
test_00092,False,s4_C3,0.1645599835198043,,no_quality_defect_at_entry
test_00093,False,s4_C2,0.19477801998073477,,no_quality_defect_at_entry
test_00094,True,s4_A1,1.2337236811755454,s4_A1,localized_candidate
test_00095,False,s4_B2,0.5791604073344938,,no_quality_defect_at_entry
test_00096,False,s4_B2,0.1962347311771242,,no_quality_defect_at_entry
test_00097,False,s4_C2,0.16967898717223795,,no_quality_defect_at_entry
test_00098,False,s4_B2,0.15528938997648037,,no_quality_defect_at_entry
test_00099,False,s4_B2,0.17569663513414757,,no_quality_defect_at_entry
